id	normalized	templates	n_rows
PXD056255	sandbox/bulk-lfq-dia-small/normalized/PXD056255.sdrf.tsv	ms-proteomics;human	12
PXD065495	sandbox/bulk-lfq-dia-small/normalized/PXD065495.sdrf.tsv	ms-proteomics;vertebrates	12
PXD065756	sandbox/bulk-lfq-dia-small/normalized/PXD065756.sdrf.tsv	ms-proteomics	12
PXD061081	sandbox/bulk-lfq-dia-small/normalized/PXD061081.sdrf.tsv	ms-proteomics;vertebrates	13
PXD053491	sandbox/bulk-lfq-dia-small/normalized/PXD053491.sdrf.tsv	ms-proteomics;vertebrates	14
PXD059240	sandbox/bulk-lfq-dia-small/normalized/PXD059240.sdrf.tsv	ms-proteomics;human;dia-acquisition	14
PXD030129	sandbox/bulk-lfq-dia-small/normalized/PXD030129.sdrf.tsv	ms-proteomics;human	15
PXD039927	sandbox/bulk-lfq-dia-small/normalized/PXD039927.sdrf.tsv	ms-proteomics	15
PXD049174	sandbox/bulk-lfq-dia-small/normalized/PXD049174.sdrf.tsv	ms-proteomics	15
