id	label	reason	evidence	queue	priority_score	organism	n_files_total	n_raw	raw_extensions	acquisition_mode	quant_mode	instruments	has_pride_metadata_file	has_deposited_sdrf	metadata_filenames	design_complexity	estimated_sdrf_rows	templates	publication	already_annotated	notes
PXD058143	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD058143; files/all n=16	Q0	10	Euglena gracilis	16	10	raw	DDA	LFQ	LTQ Orbitrap Elite	yes	yes	sdrf-euglena-darkness.tsv	simple	10	ms-proteomics	none_in_pride	no	deposited: sdrf-euglena-darkness.tsv
PXD039015	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD039015; files/all n=13	Q0	10	Mus musculus (mouse)	13	11	raw	DDA	LFQ	Q Exactive Plus	yes	yes	sdrf-whole_cell.tsv	simple	11	ms-proteomics;vertebrates	none_in_pride	no	deposited: sdrf-whole_cell.tsv
PXD052258	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD052258; files/all n=15	Q0	10	Bos taurus (bovine)	15	11	raw	DDA	LFQ	Orbitrap Fusion Lumos	yes	yes	sdrfile.docx	simple	11	ms-proteomics;vertebrates	none_in_pride	no	deposited: sdrfile.docx
PXD058349	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD058349; files/all n=57	Q0	10	Orthobunyavirus;Homo sapiens (human)	57	11	raw	DDA	LFQ	Q Exactive HF-X	yes	yes	SDRF.tsv	simple	11	ms-proteomics	none_in_pride	no	deposited: SDRF.tsv
PXD022713	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD022713; files/all n=19	Q0	10	Toxoplasma gondii me49;Homo sapiens (human)	19	12	raw	DDA	LFQ	Q Exactive HF-X	yes	yes	SDRF_ND9.tsv	simple	12	ms-proteomics	none_in_pride	no	deposited: SDRF_ND9.tsv
PXD037997	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD037997; files/all n=27	Q0	10	Saccharomyces cerevisiae (baker's yeast)	27	12	d.zip	DIA	LFQ	timsTOF Pro	yes	yes	Onetto-sdrf.txt	simple	12	ms-proteomics;dia-acquisition	none_in_pride	no	deposited: Onetto-sdrf.txt
PXD039574	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD039574; files/all n=48	Q0	10	Methanothermobacter thermautotrophicus;Methanothermobacter thermautotrophicus str. delta h;Methanothermobacter marburgensis	48	12	raw	DDA	LFQ	Orbitrap Exploris 480	yes	yes	SDRF.tsv	simple	12	ms-proteomics	none_in_pride	no	deposited: SDRF.tsv
PXD045216	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD045216; files/all n=16	Q0	10	Theobroma cacao (cacao) (cocoa)	16	12	raw	DDA	LFQ	Orbitrap Fusion Lumos	yes	yes	sdrf.docx	simple	12	ms-proteomics	none_in_pride	no	deposited: sdrf.docx
PXD047020	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD047020; files/all n=16	Q0	10	Homo sapiens (human)	16	12	raw	DDA	LFQ	Orbitrap Fusion Lumos	yes	yes	sdrf.docx	simple	12	ms-proteomics;human	none_in_pride	no	deposited: sdrf.docx
PXD048357	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD048357; files/all n=27	Q0	10	Montipora capitata	27	12	raw	DIA	LFQ	Orbitrap Fusion Lumos	yes	yes	sdrf-Mcapitata-gametes.tsv	simple	12	ms-proteomics;dia-acquisition	none_in_pride	no	deposited: sdrf-Mcapitata-gametes.tsv
