id	label	reason	evidence	queue	priority_score	organism	n_files_total	n_raw	raw_extensions	acquisition_mode	quant_mode	instruments	has_pride_metadata_file	has_deposited_sdrf	metadata_filenames	design_complexity	estimated_sdrf_rows	templates	publication	already_annotated	notes
PXD028901	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD028901; files/all n=529	Q1	9	Saccharomyces cerevisiae (baker's yeast);Mus musculus (mouse)	529	9	raw	DIA	LFQ	Q Exactive HF-X	yes	no	Sep_02_09_55_46_2021_fragger_ce_length_charge_biognosys_irt_deeplc_0.25_protein_filter_diann_0.05.csv;Sep_10_12_52_22_2021_mslibrarian_ce_length_charge_irt_biognosys_deeplc_0.25_protein_filter_diann_0.05.csv;Sep_02_09_55_46_2021_fragger_ce_length_charge_biognosys_irt_deeplc_0.25_protein_filter_diann_0.05_topN_14_cutoff_0.01_trans_6.csv	simple	9	ms-proteomics;dia-acquisition	none_in_pride	no	
PXD040789	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD040789; files/all n=14	Q1	9	Mus musculus (mouse)	14	12	raw.zip	DIA	LFQ	Q Exactive Plus	yes	no	20220714_QEP_KTT_010_50-0082_Faehling_sample02_dia.raw.Zip;20220714_QEP_KTT_009_50-0082_Faehling_sample07_dia.raw.Zip;20220714_QEP_KTT_003_50-0082_Faehling_sample05_dia.raw.Zip	simple	12	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	
PXD047391	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD047391; files/all n=19	Q1	9	Rattus norvegicus (rat)	19	8	wiff	DIA	LFQ	TripleTOF 5600	yes	no	CB_19Feb2019_NANOROS_Sample1.wiff.scan;CB_19Feb2019_NANOROS_Sample4.wiff.scan;CB_19Feb2019_NANOROS_Sample7.wiff.scan	simple	8	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	
PXD050248	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD050248; files/all n=53	Q1	9	Mus musculus (mouse)	53	1	wiff.zip	DIA	LFQ	TripleTOF 6600	yes	no	220622_SWATH_sample_3298_S0018879.zip;220622_SWATH_sample_3327_S0018866.zip;220622_SWATH_sample_3381_S0018882.zip	simple	1	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	
PXD051213	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD051213; files/all n=16	Q1	9	Mus musculus (mouse)	16	12	raw	DIA	LFQ	Orbitrap Exploris 480	yes	no	ExperimentalDesign.txt	simple	12	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	
PXD052595	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD052595; files/all n=15	Q1	9	Homo sapiens (human)	15	6	wiff	DIA	LFQ	ZenoTOF 7600	yes	no	Metadata.tsv	simple	6	ms-proteomics;human;dia-acquisition;cell-lines	none_in_pride	no	
PXD054374	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD054374; files/all n=32	Q1	9	Homo sapiens (human)	32	12	wiff.zip	DIA	LFQ	ZenoTOF 7600	yes	no	DIA_experimental_design_PCF000078.txt	simple	12	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD056403	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD056403; files/all n=14	Q1	9	Homo sapiens (human)	14	12	d.zip	DIA	LFQ	timsTOF Pro 2	yes	no	Experimental_design_and_group_information.xlsx;Expressed_annotation.xlsx	simple	12	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD060270	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD060270; files/all n=21	Q1	9	Homo sapiens (human)	21	10	wiff	DIA	LFQ	TripleTOF 6600	yes	no	1_Patient_1_Neonatal_sample.wiff.scan;6_Patient_3_Diagnostic_age_sample.wiff.scan;3_Patient_2_Neonatal_sample.wiff.scan	simple	10	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD061499	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD061499; files/all n=33	Q1	9	Mus musculus (mouse)	33	12	d.zip	DIA	LFQ	timsTOF fleX	yes	no	experiment_annotation_metadata.tsv	simple	12	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	
