source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[fractionation method]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD038420-Sample-1	Homo sapiens	Epithelial cell	HCT116	epithelial	colorectal cancer	1	21P1446_14	proteomic profiling by mass spectrometry	21P1446_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD038420/21P1446_14.raw	1	11	NT=iTRAQ sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	SDS-PAGE	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=human;VV=v1.1.0
PXD038420-Sample-1	Homo sapiens	Epithelial cell	HCT116	epithelial	colorectal cancer	1	21P1446_5	proteomic profiling by mass spectrometry	21P1446_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD038420/21P1446_5.raw	1	12	NT=iTRAQ sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	SDS-PAGE	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=human;VV=v1.1.0
PXD038420-Sample-1	Homo sapiens	Epithelial cell	HCT116	epithelial	colorectal cancer	1	21P1446_10	proteomic profiling by mass spectrometry	21P1446_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD038420/21P1446_10.raw	1	13	NT=iTRAQ sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	SDS-PAGE	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=human;VV=v1.1.0
PXD038420-Sample-1	Homo sapiens	Epithelial cell	HCT116	epithelial	colorectal cancer	1	21P1446_18	proteomic profiling by mass spectrometry	21P1446_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD038420/21P1446_18.raw	1	14	NT=iTRAQ sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	SDS-PAGE	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=human;VV=v1.1.0
PXD038420-Sample-1	Homo sapiens	Epithelial cell	HCT116	epithelial	colorectal cancer	1	21P1446_6	proteomic profiling by mass spectrometry	21P1446_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD038420/21P1446_6.raw	1	15	NT=iTRAQ sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	SDS-PAGE	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=human;VV=v1.1.0
PXD038420-Sample-1	Homo sapiens	Epithelial cell	HCT116	epithelial	colorectal cancer	1	21P1446_7	proteomic profiling by mass spectrometry	21P1446_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD038420/21P1446_7.raw	1	16	NT=iTRAQ sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	SDS-PAGE	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=human;VV=v1.1.0
PXD038420-Sample-1	Homo sapiens	Epithelial cell	HCT116	epithelial	colorectal cancer	1	21P1446_13	proteomic profiling by mass spectrometry	21P1446_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD038420/21P1446_13.raw	1	17	NT=iTRAQ sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	SDS-PAGE	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=human;VV=v1.1.0
PXD038420-Sample-1	Homo sapiens	Epithelial cell	HCT116	epithelial	colorectal cancer	1	21P1446_20	proteomic profiling by mass spectrometry	21P1446_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD038420/21P1446_20.raw	1	18	NT=iTRAQ sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	SDS-PAGE	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=human;VV=v1.1.0
PXD038420-Sample-1	Homo sapiens	Epithelial cell	HCT116	epithelial	colorectal cancer	1	21P1446_9	proteomic profiling by mass spectrometry	21P1446_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD038420/21P1446_9.raw	1	19	NT=iTRAQ sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	SDS-PAGE	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=human;VV=v1.1.0
PXD038420-Sample-1	Homo sapiens	Epithelial cell	HCT116	epithelial	colorectal cancer	1	21P1446_1	proteomic profiling by mass spectrometry	21P1446_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/05/PXD038420/21P1446_1.raw	1	20	NT=iTRAQ sample	NT=Q Exactive HF;AC=MS:1002523	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	SDS-PAGE	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=human;VV=v1.1.0
